sample_index,time_s,V_raw,I_raw,T,V_corr_raw,V_corr_raw_ema50,V_corr_raw_ema200,V_corr_raw_ema800,I_raw_ema50,I_raw_ema200,absI_ema50,absI_ema200,SOC_fraction,profile,temperature_C,file_name,end_index,seed,SOC_true_window_endpoint,SOC_pred_window_endpoint,abs_error
1346,1359.6315900000045,3.8608263,0.3142409,25.0,3.8431668,3.84574,3.8536193,3.887781,-0.35055116,-0.36965954,0.5594587,0.5725899,0.7458604056242065,FUDS,25,NMC_25C_FUDS.csv,1346.0,1.0,0.7458604,0.7441155,0.001744926
1347,1360.6315900000045,3.8603406,0.29329023,25.0,3.8431313,3.8456883,3.853567,3.887725,-0.33780223,-0.36635306,0.5541882,0.5711969,0.7458992498503535,FUDS,25,NMC_25C_FUDS.csv,1347.0,1.0,0.74589926,0.74417096,0.0017282963
1348,1361.6471999999994,3.871187,0.43524912,25.0,3.843099,3.845637,3.853515,3.8876693,-0.3224948,-0.36235505,0.55183303,0.57051885,0.745949046514426,FUDS,25,NMC_25C_FUDS.csv,1348.0,1.0,0.74594903,0.7442623,0.0016867518
1349,1362.6472300000023,3.8949842,0.7547469,25.0,3.8430715,3.8455863,3.8534627,3.8876138,-0.301164,-0.35678348,0.55585104,0.5714377,0.7460314788749811,FUDS,25,NMC_25C_FUDS.csv,1349.0,1.0,0.74603146,0.7442084,0.0018230677
1350,1363.6628000000055,3.842533,-1.92431e-05,25.0,3.843067,3.8455365,3.853411,3.887558,-0.2952009,-0.3550041,0.5448448,0.5685877,0.7460664086349975,FUDS,25,NMC_25C_FUDS.csv,1350.0,1.0,0.7460664,0.74461806,0.0014483333
1351,1364.6784200000038,3.8422093,-1.92431e-05,25.0,3.8430598,3.8454874,3.8533592,3.8875024,-0.28935593,-0.3532336,0.53405654,0.56575197,0.7460664007532108,FUDS,25,NMC_25C_FUDS.csv,1351.0,1.0,0.7460664,0.7446074,0.0014590025
1352,1365.6940500000055,3.8423712,-1.92431e-05,25.0,3.8430538,3.8454392,3.8533077,3.8874469,-0.28362668,-0.35147196,0.5234819,0.5629304,0.7460663961168658,FUDS,25,NMC_25C_FUDS.csv,1352.0,1.0,0.7460664,0.7449321,0.0011342764
1353,1366.6940600000016,3.8422093,-0.000199852,25.0,3.8430471,3.8453918,3.8532567,3.8873916,-0.27801445,-0.34971997,0.51312023,0.56012374,0.7460663933350588,FUDS,25,NMC_25C_FUDS.csv,1353.0,1.0,0.7460664,0.7449057,0.0011606812
1354,1367.7096600000004,3.842695,-1.92431e-05,25.0,3.843044,3.8453453,3.8532057,3.887336,-0.27250978,-0.34797582,0.50296015,0.5573302,0.7460663896259827,FUDS,25,NMC_25C_FUDS.csv,1354.0,1.0,0.7460664,0.74507743,0.0009889603
1355,1368.725320000005,3.842857,-1.92431e-05,25.0,3.8430426,3.8452997,3.8531551,3.8872807,-0.2671141,-0.3462404,0.49300125,0.5545506,0.7460663859169067,FUDS,25,NMC_25C_FUDS.csv,1355.0,1.0,0.7460664,0.7450816,0.0009847879
1356,1369.740890000001,3.842857,-1.92431e-05,25.0,3.843041,3.845255,3.8531046,3.8872254,-0.26182526,-0.3445136,0.48323953,0.5517849,0.7460663808169271,FUDS,25,NMC_25C_FUDS.csv,1356.0,1.0,0.7460664,0.74544907,0.0006173253
1357,1370.7409000000043,3.8430188,-1.92431e-05,25.0,3.8430407,3.845211,3.8530543,3.8871703,-0.25664118,-0.34279543,0.47367114,0.5490329,0.746066376180582,FUDS,25,NMC_25C_FUDS.csv,1357.0,1.0,0.7460664,0.74568194,0.00038444996
1358,1370.99093,3.8430188,-1.92431e-05,25.0,3.8430407,3.845168,3.8530045,3.8871152,-0.2515597,-0.34108582,0.4642922,0.5462947,0.746066375253313,FUDS,25,NMC_25C_FUDS.csv,1358.0,1.0,0.7460664,0.745698,0.0003684163
1359,1372.0233000000007,3.8433425,-1.92431e-05,25.0,3.8430433,3.8451262,3.8529549,3.8870602,-0.24657887,-0.33938476,0.455099,0.54357016,0.7460663720078715,FUDS,25,NMC_25C_FUDS.csv,1359.0,1.0,0.7460664,0.7458178,0.00024861097
1360,1373.0233700000026,3.8435044,-1.92431e-05,25.0,3.8430471,3.845085,3.8529053,3.887005,-0.24169667,-0.33769217,0.4460878,0.54085916,0.7460663650533539,FUDS,25,NMC_25C_FUDS.csv,1360.0,1.0,0.7460664,0.7457193,0.00034707785
1361,1374.0389400000058,3.8438282,-1.92431e-05,25.0,3.8430538,3.8450446,3.8528562,3.8869503,-0.23691113,-0.336008,0.43725505,0.53816175,0.7460663608806434,FUDS,25,NMC_25C_FUDS.csv,1361.0,1.0,0.74606633,0.7458147,0.0002516508
1362,1375.03903,3.84399,-1.92431e-05,25.0,3.8430614,3.8450055,3.8528073,3.8868954,-0.23222037,-0.33433226,0.4285972,0.53547776,0.7460663553170293,FUDS,25,NMC_25C_FUDS.csv,1362.0,1.0,0.74606633,0.7455792,0.00048714876
1363,1376.0544799999989,3.844152,-1.92431e-05,25.0,3.8430707,3.8449671,3.852759,3.8868406,-0.22762248,-0.33266488,0.4201108,0.5328071,0.7460663511443189,FUDS,25,NMC_25C_FUDS.csv,1363.0,1.0,0.74606633,0.7456967,0.0003696084
1364,1377.0544799999989,3.844152,-1.92431e-05,25.0,3.8430798,3.8449297,3.8527105,3.886786,-0.22311562,-0.33100578,0.41179243,0.5301498,0.7460663474352427,FUDS,25,NMC_25C_FUDS.csv,1364.0,1.0,0.74606633,0.7454933,0.00057303905
1365,1378.0545100000018,3.844152,-1.92431e-05,25.0,3.8430886,3.8448932,3.8526626,3.8867314,-0.21869802,-0.329355,0.40363878,0.5275058,0.7460663414079941,FUDS,25,NMC_25C_FUDS.csv,1365.0,1.0,0.74606633,0.7456353,0.0004310608
1366,1379.0701000000045,3.8444757,-1.92431e-05,25.0,3.8431003,3.8448577,3.8526149,3.8866768,-0.2143679,-0.32771242,0.39564657,0.5248749,0.7460663376989181,FUDS,25,NMC_25C_FUDS.csv,1366.0,1.0,0.74606633,0.7454701,0.00059622526
1367,1380.0857099999994,3.8444757,-0.000199852,25.0,3.843112,3.8448231,3.8525674,3.8866224,-0.21012709,-0.32607895,0.3878162,0.5222581,0.746066334917111,FUDS,25,NMC_25C_FUDS.csv,1367.0,1.0,0.74606633,0.7452445,0.00082182884
1368,1381.101370000004,3.8447995,-1.92431e-05,25.0,3.8431263,3.8447895,3.8525205,3.886568,-0.20596667,-0.32445273,0.3801373,0.51965344,0.746066330280766,FUDS,25,NMC_25C_FUDS.csv,1368.0,1.0,0.74606633,0.74554366,0.00052267313
1369,1382.1169599999994,3.8449614,-1.92431e-05,25.0,3.8431418,3.844757,3.8524735,3.886514,-0.20188864,-0.32283458,0.37261045,0.51706177,0.7460663261080555,FUDS,25,NMC_25C_FUDS.csv,1369.0,1.0,0.74606633,0.74523276,0.00083357096
1370,1383.1326100000006,3.8449614,-1.92431e-05,25.0,3.843157,3.8447254,3.8524272,3.8864598,-0.19789135,-0.32122454,0.36523265,0.514483,0.7460663233262484,FUDS,25,NMC_25C_FUDS.csv,1370.0,1.0,0.74606633,0.74525607,0.00081026554
1371,1384.1481800000038,3.8451233,-1.92431e-05,25.0,3.8431737,3.8446946,3.852381,3.8864057,-0.19397323,-0.31962252,0.35800093,0.5119171,0.7460663182262689,FUDS,25,NMC_25C_FUDS.csv,1371.0,1.0,0.74606633,0.7452203,0.0008460283
1372,1385.163840000001,3.8452852,-1.92431e-05,25.0,3.8431914,3.8446648,3.8523352,3.8863516,-0.19013268,-0.3180285,0.35091242,0.509364,0.7460663131262893,FUDS,25,NMC_25C_FUDS.csv,1372.0,1.0,0.74606633,0.74529,0.0007763505
1373,1386.1794200000004,3.845447,-1.92431e-05,25.0,3.8432105,3.844636,3.8522897,3.8862977,-0.18636818,-0.31644243,0.34396428,0.5068236,0.7460663098808478,FUDS,25,NMC_25C_FUDS.csv,1373.0,1.0,0.74606633,0.7452841,0.00078225136
1374,1387.1950300000026,3.8452852,-0.000199852,25.0,3.843228,3.844608,3.8522444,3.886244,-0.1826818,-0.31486514,0.33715728,0.50429684,0.7460663033899647,FUDS,25,NMC_25C_FUDS.csv,1374.0,1.0,0.74606633,0.74509555,0.00097078085
1375,1388.1950399999987,3.845609,-1.92431e-05,25.0,3.843248,3.8445811,3.8521996,3.8861902,-0.17906484,-0.31329486,0.3304815,0.50178176,0.7460662987536196,FUDS,25,NMC_25C_FUDS.csv,1375.0,1.0,0.7460663,0.74493426,0.0011320114
1376,1389.2106700000004,3.845609,-0.000199852,25.0,3.843268,3.8445551,3.852155,3.8861365,-0.17552307,-0.31173328,0.3239415,0.4992801,0.7460662945809091,FUDS,25,NMC_25C_FUDS.csv,1376.0,1.0,0.7460663,0.74524474,0.0008215308
1377,1390.2262699999992,3.8459327,-1.92431e-05,25.0,3.8432903,3.84453,3.8521109,3.8860831,-0.17204787,-0.3101786,0.3175274,0.49679002,0.7460662894809296,FUDS,25,NMC_25C_FUDS.csv,1377.0,1.0,0.7460663,0.74525756,0.0008087158
1378,1391.241900000001,3.8460946,-1.92431e-05,25.0,3.843314,3.844506,3.852067,3.8860297,-0.16864146,-0.3086317,0.31124032,0.49431235,0.7460662829900464,FUDS,25,NMC_25C_FUDS.csv,1378.0,1.0,0.7460663,0.7454796,0.0005866885
1379,1392.2421099999992,3.7781026,-0.9619442,25.0,3.843357,3.8444834,3.8520236,3.8859763,-0.18434991,-0.3118901,0.3241251,0.49664468,0.74604205298715,FUDS,25,NMC_25C_FUDS.csv,1379.0,1.0,0.7460421,0.74538046,0.00066161156
1380,1393.257580000005,3.7764838,-0.94659245,25.0,3.843377,3.8444614,3.8519804,3.8859231,-0.19944333,-0.31505567,0.33645082,0.49888882,0.7459166097171461,FUDS,25,NMC_25C_FUDS.csv,1380.0,1.0,0.7459166,0.7456186,0.00029802322
1381,1394.2576100000006,3.7332604,-1.5344757,25.0,3.8433952,3.8444402,3.8519375,3.88587,-0.22587875,-0.32113758,0.36017329,0.50405383,0.745779312703738,FUDS,25,NMC_25C_FUDS.csv,1381.0,1.0,0.74577934,0.74537027,0.00040906668
1382,1395.2731200000053,3.7065492,-1.873118,25.0,3.8433971,3.8444197,3.8518949,3.885817,-0.25849625,-0.3288781,0.3901316,0.5108821,0.745568746602143,FUDS,25,NMC_25C_FUDS.csv,1382.0,1.0,0.74556875,0.7448908,0.00067794323
1383,1396.2887300000002,3.6861515,-2.116218,25.0,3.8433769,3.844399,3.8518524,3.885764,-0.29528162,-0.3377925,0.42431042,0.5188887,0.7453161631598448,FUDS,25,NMC_25C_FUDS.csv,1383.0,1.0,0.74531615,0.7446841,0.00063204765
1384,1397.2887699999992,3.6668873,-2.3392706,25.0,3.843333,3.844378,3.85181,3.885711,-0.33575532,-0.34777492,0.46222916,0.5279679,0.7450375563763827,FUDS,25,NMC_25C_FUDS.csv,1384.0,1.0,0.74503756,0.744124,0.0009135604
1385,1398.3043700000053,3.7844162,-0.6377506,25.0,3.8432298,3.844355,3.8517673,3.8856578,-0.3417352,-0.34922117,0.4657047,0.52851546,0.7447846757443664,FUDS,25,NMC_25C_FUDS.csv,1385.0,1.0,0.74478465,0.74461836,0.00016629696
1386,1399.3199600000007,3.7649899,-0.9317825,25.0,3.843145,3.8443313,3.8517241,3.8856049,-0.35341895,-0.35212672,0.47493368,0.53052676,0.7446908875838659,FUDS,25,NMC_25C_FUDS.csv,1386.0,1.0,0.7446909,0.7441368,0.0005540848
1387,1400.3199900000036,3.633053,-2.7844725,25.0,3.8430924,3.8443067,3.8516812,3.8855517,-0.40155703,-0.36425808,0.5206656,0.5417683,0.7445056373171794,FUDS,25,NMC_25C_FUDS.csv,1387.0,1.0,0.74450564,0.74376154,0.0007441044
1388,1401.3352599999998,3.7321272,-1.3159385,25.0,3.8429687,3.8442802,3.8516376,3.8854985,-0.41966298,-0.3690046,0.5364131,0.5456295,0.7441928513979654,FUDS,25,NMC_25C_FUDS.csv,1388.0,1.0,0.74419284,0.7435623,0.00063055754
1389,1402.3352700000032,3.7500966,-1.0630854,25.0,3.8428438,3.8442516,3.8515937,3.885445,-0.43240362,-0.37246636,0.54684186,0.5482103,0.7440317513890405,FUDS,25,NMC_25C_FUDS.csv,1389.0,1.0,0.7440317,0.7434232,0.0006085038
1390,1403.351260000003,3.7928343,-0.4605729,25.0,3.8427062,3.844221,3.8515494,3.8853917,-0.4329614,-0.3729058,0.54513365,0.54777324,0.7439129941922417,FUDS,25,NMC_25C_FUDS.csv,1390.0,1.0,0.743913,0.74314684,0.0007661581
1391,1404.3665200000032,3.8328202,0.08577016,25.0,3.84257,3.8441885,3.8515048,3.8853383,-0.42268983,-0.37061813,0.5360376,0.545469,0.7438745843916266,FUDS,25,NMC_25C_FUDS.csv,1391.0,1.0,0.7438746,0.742845,0.0010296106
1392,1405.3665200000032,3.8415618,0.17679724,25.0,3.8424542,3.8441541,3.8514595,3.8852847,-0.41081917,-0.36788788,0.52892417,0.54363024,0.7438891916603596,FUDS,25,NMC_25C_FUDS.csv,1392.0,1.0,0.7438892,0.74285614,0.0010330677
1393,1406.3824400000012,3.8431807,0.17697784,25.0,3.8423512,3.8441184,3.8514142,3.885231,-0.39918002,-0.36517036,0.5219552,0.5418016,0.7439123330494368,FUDS,25,NMC_25C_FUDS.csv,1393.0,1.0,0.74391234,0.74281985,0.0010924935
1394,1407.398030000004,3.8409142,0.12658785,25.0,3.842261,3.8440816,3.8513684,3.8851774,-0.38876912,-0.3627177,0.51412636,0.53973067,0.7439332369383902,FUDS,25,NMC_25C_FUDS.csv,1394.0,1.0,0.74393326,0.74289584,0.0010374188
1395,1408.39804,3.8444757,0.16686372,25.0,3.842178,3.844044,3.8513227,3.8851237,-0.37776685,-0.3600764,0.50725013,0.537871,0.7439513673657311,FUDS,25,NMC_25C_FUDS.csv,1395.0,1.0,0.7439514,0.7429655,0.0009858608
1396,1409.4133599999986,3.9152198,1.149017,25.0,3.8420851,3.844005,3.8512766,3.8850698,-0.3475345,-0.35254976,0.51995796,0.5409191,0.7440133715263356,FUDS,25,NMC_25C_FUDS.csv,1396.0,1.0,0.74401337,0.7429188,0.0010945797
1397,1410.4136399999988,3.8880231,0.7191669,25.0,3.8420296,3.843966,3.8512304,3.8850162,-0.3264124,-0.34720457,0.52390254,0.5418081,0.7441442193837712,FUDS,25,NMC_25C_FUDS.csv,1397.0,1.0,0.7441442,0.7431186,0.0010256171
1398,1411.4136600000056,3.8255353,-0.18171218,25.0,3.842003,3.8439271,3.8511844,3.8849623,-0.32354715,-0.34637916,0.51712674,0.5400121,0.7441960449124401,FUDS,25,NMC_25C_FUDS.csv,1398.0,1.0,0.74419606,0.74304795,0.0011481047
1399,1412.429250000001,3.8048139,-0.4603923,25.0,3.8419735,3.8438885,3.8511386,3.8849087,-0.32625687,-0.3469478,0.5160033,0.53961504,0.7441571232593306,FUDS,25,NMC_25C_FUDS.csv,1399.0,1.0,0.74415714,0.7431283,0.0010288358
1400,1413.4448899999988,3.803033,-0.47104824,25.0,3.8419359,3.84385,3.8510926,3.884855,-0.32912394,-0.34756675,0.5151132,0.539273,0.744096394557251,FUDS,25,NMC_25C_FUDS.csv,1400.0,1.0,0.7440964,0.7430337,0.0010626912
1401,1414.4449200000017,3.7926724,-0.6077695,25.0,3.841896,3.843811,3.8510468,3.8848014,-0.3346415,-0.34886453,0.51694787,0.5396147,0.7440291235086629,FUDS,25,NMC_25C_FUDS.csv,1401.0,1.0,0.7440291,0.74304277,0.0009863377
1402,1415.4602999999988,3.7492871,-1.2050444,25.0,3.8418589,3.8437724,3.851001,3.8847477,-0.35187662,-0.35313475,0.53057307,0.5429335,0.7439190177317383,FUDS,25,NMC_25C_FUDS.csv,1402.0,1.0,0.743919,0.7428063,0.0011126995
1403,1416.4760900000038,3.6893892,-2.0152576,25.0,3.8418167,3.8437338,3.850955,3.884694,-0.38481376,-0.3614246,0.5599718,0.55027676,0.7437165568885701,FUDS,25,NMC_25C_FUDS.csv,1403.0,1.0,0.74371654,0.74262595,0.0010905862
1404,1417.4915200000032,3.670287,-2.2328918,25.0,3.8417482,3.8436944,3.8509092,3.8846405,-0.42140815,-0.3707586,0.59309787,0.55866885,0.7434414310729758,FUDS,25,NMC_25C_FUDS.csv,1404.0,1.0,0.7434414,0.74239093,0.0010504723
1405,1418.4916000000012,3.6799998,-2.0551722,25.0,3.8416538,3.843654,3.850863,3.8845868,-0.45375887,-0.37915963,0.62204885,0.56613266,0.7431636755224659,FUDS,25,NMC_25C_FUDS.csv,1405.0,1.0,0.7431637,0.7420245,0.0011392236
1406,1419.5073600000032,3.7858732,-0.54148585,25.0,3.8415177,3.8436117,3.8508165,3.884533,-0.45549595,-0.37996924,0.6204536,0.56600976,0.7429816340701926,FUDS,25,NMC_25C_FUDS.csv,1406.0,1.0,0.7429816,0.7417894,0.0011922121
1407,1420.5230100000044,3.8221357,-0.05528568,25.0,3.8413885,3.8435676,3.8507693,3.884479,-0.44757128,-0.37834987,0.6092625,0.5634625,0.7429412705137708,FUDS,25,NMC_25C_FUDS.csv,1407.0,1.0,0.74294126,0.7416918,0.0012494326
1408,1421.5385200000019,3.8138795,-0.19254874,25.0,3.8412755,3.8435223,3.850722,3.8844252,-0.44252148,-0.3774232,0.60101104,0.56161255,0.7429257637940969,FUDS,25,NMC_25C_FUDS.csv,1408.0,1.0,0.74292576,0.7416781,0.0012476444
1409,1422.5541900000026,3.869892,0.57756925,25.0,3.8411603,3.8434756,3.8506744,3.884371,-0.42232233,-0.37266016,0.6005469,0.5616922,0.7429493729903903,FUDS,25,NMC_25C_FUDS.csv,1409.0,1.0,0.74294937,0.7418643,0.001085043
1410,1423.5541999999987,3.9076114,1.0733417,25.0,3.84106,3.8434277,3.8506265,3.884317,-0.39270622,-0.36544818,0.6099088,0.56424403,0.7430551808754481,FUDS,25,NMC_25C_FUDS.csv,1410.0,1.0,0.74305516,0.74185723,0.0011979342
1411,1424.5698100000009,3.8865662,0.73397684,25.0,3.8409908,3.8433795,3.8505783,3.8842628,-0.37039638,-0.3599648,0.61236554,0.56509054,0.743172691822696,FUDS,25,NMC_25C_FUDS.csv,1411.0,1.0,0.7431727,0.74238104,0.0007916689
1412,1425.5698200000043,3.8650353,0.4153821,25.0,3.840938,3.843331,3.8505301,3.8842087,-0.35483694,-0.35609773,0.608465,0.56434387,0.7432470226339004,FUDS,25,NMC_25C_FUDS.csv,1412.0,1.0,0.74324703,0.74248594,0.0007610917
1413,1426.5852500000037,3.8221357,-0.19724457,25.0,3.8409014,3.843283,3.8504822,3.8841546,-0.3517164,-0.35530543,0.6003223,0.562513,0.7432604425346647,FUDS,25,NMC_25C_FUDS.csv,1413.0,1.0,0.74326044,0.74282485,0.00043559074
1414,1427.6011100000032,3.708168,-1.7772145,25.0,3.8408787,3.8432353,3.8504343,3.8841004,-0.37994313,-0.36239722,0.62362635,0.5685713,0.7431245410611184,FUDS,25,NMC_25C_FUDS.csv,1414.0,1.0,0.74312454,0.7422458,0.0008787513
1415,1428.6166400000002,3.6753051,-2.182321,25.0,3.8408291,3.8431878,3.8503864,3.8840466,-0.41563264,-0.37147415,0.65449053,0.5766199,0.7428623464755194,FUDS,25,NMC_25C_FUDS.csv,1415.0,1.0,0.74286234,0.74238604,0.00047630072
1416,1429.6166500000036,3.6785429,-2.0860565,25.0,3.8407493,3.8431394,3.8503385,3.8839924,-0.44870922,-0.38002566,0.6828375,0.5841483,0.7425879666478445,FUDS,25,NMC_25C_FUDS.csv,1416.0,1.0,0.742588,0.7417552,0.0008327961
1417,1430.6322500000024,3.6744957,-2.1059234,25.0,3.8406467,3.84309,3.85029,3.8839383,-0.48152426,-0.3886336,0.7110165,0.59173816,0.7423136424563105,FUDS,25,NMC_25C_FUDS.csv,1417.0,1.0,0.7423136,0.7415025,0.0008111
1418,1431.6478900000002,3.7135103,-1.5288768,25.0,3.8405182,3.8430393,3.8502412,3.883884,-0.50226325,-0.3943206,0.7272112,0.5964122,0.7420817051221805,FUDS,25,NMC_25C_FUDS.csv,1418.0,1.0,0.7420817,0.74099815,0.0010835528
1419,1432.663489999999,3.760457,-0.86098367,25.0,3.8403745,3.8429863,3.850192,3.8838296,-0.5093664,-0.39664808,0.72986007,0.5977317,0.7419348206108314,FUDS,25,NMC_25C_FUDS.csv,1419.0,1.0,0.74193484,0.74122244,0.0007123947
1420,1433.679090000005,3.7695227,-0.7388918,25.0,3.840233,3.842932,3.8501425,3.8837752,-0.5139113,-0.39835504,0.7300389,0.59843576,0.741831536752022,FUDS,25,NMC_25C_FUDS.csv,1420.0,1.0,0.74183154,0.74074197,0.0010895729
1421,1434.679090000005,3.78474,-0.5315524,25.0,3.8400953,3.8428757,3.8500924,3.8837206,-0.5142606,-0.39901936,0.7261086,0.59810215,0.7417528538037135,FUDS,25,NMC_25C_FUDS.csv,1421.0,1.0,0.74175286,0.74072737,0.0010254979
1422,1435.694739999999,3.828935,0.07547543,25.0,3.8399546,3.8428178,3.8500416,3.883666,-0.502583,-0.39665282,0.7132252,0.5954956,0.7417328257203412,FUDS,25,NMC_25C_FUDS.csv,1422.0,1.0,0.74173284,0.7405648,0.0011680126
1423,1436.7103300000017,3.8091848,-0.22271048,25.0,3.8398328,3.8427587,3.8499908,3.8836112,-0.4970412,-0.39578527,0.7035124,0.5936363,0.7417172054102136,FUDS,25,NMC_25C_FUDS.csv,1423.0,1.0,0.7417172,0.7404206,0.0012966394
1424,1437.7103300000017,3.7826355,-0.59783596,25.0,3.8397212,3.8426986,3.8499396,3.8835564,-0.49903706,-0.396793,0.70141983,0.59365726,0.7416583317097907,FUDS,25,NMC_25C_FUDS.csv,1424.0,1.0,0.74165833,0.7404638,0.0011945367
1425,1438.725940000004,3.7873302,-0.5264953,25.0,3.8396044,3.8426373,3.849888,3.8835015,-0.49958077,-0.3974399,0.6979561,0.5933223,0.7415862240260405,FUDS,25,NMC_25C_FUDS.csv,1425.0,1.0,0.7415862,0.7404687,0.0011175275
1426,1439.72595,3.809023,-0.22812876,25.0,3.839489,3.842575,3.849836,3.8834465,-0.49420565,-0.39659545,0.6886529,0.5915009,0.7415439201592127,FUDS,25,NMC_25C_FUDS.csv,1426.0,1.0,0.74154395,0.74048704,0.0010569096
1427,1440.72595,3.8099942,-0.22289109,25.0,3.8393795,3.8425117,3.8497841,3.8833914,-0.48883328,-0.3957291,0.6794302,0.58966243,0.7415150060569065,FUDS,25,NMC_25C_FUDS.csv,1427.0,1.0,0.741515,0.73991305,0.0016019344
1428,1441.741590000005,3.7994716,-0.3747835,25.0,3.8392744,3.8424475,3.8497317,3.8833363,-0.48657495,-0.39562464,0.6733978,0.5885907,0.7414727170263828,FUDS,25,NMC_25C_FUDS.csv,1428.0,1.0,0.7414727,0.7398934,0.0015793443
1429,1442.7572600000058,3.7531722,-1.0173913,25.0,3.8391762,3.842383,3.849679,3.8832812,-0.4970858,-0.3987257,0.6802093,0.59072936,0.7413661353353352,FUDS,25,NMC_25C_FUDS.csv,1429.0,1.0,0.74136615,0.7391808,0.0021853447
1430,1443.7725900000005,3.7504203,-1.0376196,25.0,3.8390682,3.842317,3.849626,3.883226,-0.5077891,-0.4019122,0.6872865,0.5929582,0.7412312316032449,FUDS,25,NMC_25C_FUDS.csv,1430.0,1.0,0.7412312,0.73846644,0.0027647614
1431,1444.7727900000027,3.78474,-0.5516,25.0,3.8389523,3.8422506,3.849573,3.8831706,-0.5086566,-0.40265876,0.6845997,0.5927519,0.7411430617656831,FUDS,25,NMC_25C_FUDS.csv,1431.0,1.0,0.74114305,0.7378341,0.0033089519
1432,1445.788400000005,3.8266685,0.025627274,25.0,3.8388329,3.8421829,3.8495193,3.8831153,-0.4980771,-0.40052268,0.67155117,0.5899234,0.7411237588066776,FUDS,25,NMC_25C_FUDS.csv,1432.0,1.0,0.74112374,0.73782223,0.0033015013
1433,1446.8040200000032,3.835572,0.1312837,25.0,3.8387244,3.8421144,3.8494654,3.8830597,-0.4856149,-0.3978703,0.66085315,0.58763593,0.7411372097709535,FUDS,25,NMC_25C_FUDS.csv,1433.0,1.0,0.7411372,0.73899317,0.0021440387
1434,1447.8040299999993,3.7886252,-0.531733,25.0,3.8386316,3.8420455,3.8494115,3.8830042,-0.4865281,-0.39853793,0.6582964,0.5873571,0.741090763793453,FUDS,25,NMC_25C_FUDS.csv,1434.0,1.0,0.7410908,0.73939717,0.0016936064
1435,1448.8040499999988,3.761914,-0.8963831,25.0,3.8385394,3.841976,3.8493571,3.8829486,-0.49464378,-0.40102094,0.66301084,0.58889836,0.7409867010286741,FUDS,25,NMC_25C_FUDS.csv,1435.0,1.0,0.7409867,0.7388725,0.0021141768
1436,1449.8196300000054,3.7390883,-1.1996261,25.0,3.838441,3.841906,3.8493028,3.882893,-0.50860333,-0.405004,0.67363656,0.5919444,0.7408404748783229,FUDS,25,NMC_25C_FUDS.csv,1436.0,1.0,0.7408405,0.7380206,0.0028198957
1437,1450.8196400000015,3.794777,-0.41018292,25.0,3.8383276,3.8418353,3.849248,3.8828375,-0.5066545,-0.40502983,0.66841984,0.59103787,0.7407630581158492,FUDS,25,NMC_25C_FUDS.csv,1437.0,1.0,0.74076307,0.7389188,0.0018442869
1438,1451.8349600000001,3.8263447,0.020208996,25.0,3.8382144,3.8417635,3.8491929,3.8827817,-0.4962219,-0.40290895,0.6555844,0.58819085,0.7407522317865092,FUDS,25,NMC_25C_FUDS.csv,1438.0,1.0,0.7407522,0.73876923,0.001982987
1439,1452.8508800000054,3.759,-0.92654485,25.0,3.838118,3.8416913,3.8491378,3.882726,-0.50474286,-0.4055206,0.66094977,0.5898784,0.7406568014325899,FUDS,25,NMC_25C_FUDS.csv,1439.0,1.0,0.7406568,0.7386389,0.0020179152
1440,1453.850900000005,3.7403834,-1.1692837,25.0,3.8380172,3.8416185,3.8490822,3.8826702,-0.51790166,-0.4093299,0.67101544,0.5927682,0.7405132782714062,FUDS,25,NMC_25C_FUDS.csv,1440.0,1.0,0.74051327,0.73844004,0.0020732284
1441,1454.866160000005,3.720957,-1.4224979,25.0,3.8379078,3.841545,3.8490264,3.8826141,-0.53581387,-0.41438308,0.6858958,0.5969065,0.7403369571416628,FUDS,25,NMC_25C_FUDS.csv,1441.0,1.0,0.74033695,0.7384687,0.001868248
1442,1455.8665000000037,3.6871228,-1.8682415,25.0,3.837791,3.8414707,3.8489704,3.882558,-0.5621977,-0.42163423,0.7093078,0.6032473,0.7401046771816333,FUDS,25,NMC_25C_FUDS.csv,1442.0,1.0,0.7401047,0.73848385,0.0016208291
1443,1456.882080000003,3.7191763,-1.3925167,25.0,3.83765,3.8413951,3.848914,3.882502,-0.57863915,-0.4264765,0.72283626,0.60718375,0.7399115428101793,FUDS,25,NMC_25C_FUDS.csv,1443.0,1.0,0.73991156,0.7380529,0.0018586516
1444,1457.8820899999992,3.7329366,-1.1895119,25.0,3.8375034,3.8413181,3.8488572,3.8824458,-0.5907352,-0.43028218,0.73207706,0.61008817,0.7397532329537091,FUDS,25,NMC_25C_FUDS.csv,1444.0,1.0,0.73975325,0.7376518,0.0021014214
1445,1458.8821400000015,3.753496,-0.90107894,25.0,3.8373537,3.8412395,3.8487997,3.8823895,-0.59688044,-0.43263027,0.7354235,0.6115395,0.7396304996273904,FUDS,25,NMC_25C_FUDS.csv,1445.0,1.0,0.7396305,0.73728234,0.0023481846
1446,1459.8973800000022,3.7525249,-0.9111931,25.0,3.8372006,3.8411596,3.8487418,3.882333,-0.60310423,-0.43501714,0.738904,0.613034,0.7395134040966596,FUDS,25,NMC_25C_FUDS.csv,1446.0,1.0,0.7395134,0.7372847,0.0022286773
