temperature_C,condition,bin_key,n_samples,SOC_IQR_fraction,SOC_range_fraction
0.0,C_raw_plus_V_dev_from_past200_tertile,"(2, 2, 0)",78,0.04663990939800186,0.21401955389789817
0.0,C_raw_plus_V_dev_from_past200_tertile,"(2, 4, 0)",59,0.051988599901313215,0.109210005190158
0.0,C_raw_plus_V_dev_from_past200_tertile,"(2, 5, 0)",57,0.031709933331516116,0.08778483348897229
0.0,C_raw_plus_V_dev_from_past200_tertile,"(2, 7, 0)",76,0.03068931568241942,0.1039138569874049
0.0,C_raw_plus_V_dev_from_past200_tertile,"(2, 10, 0)",56,0.013952209644361835,0.07506601819910609
0.0,C_raw_plus_V_dev_from_past200_tertile,"(3, 0, 0)",70,0.17129098952592636,0.2920955370000036
0.0,C_raw_plus_V_dev_from_past200_tertile,"(3, 1, 0)",105,0.11725977735693327,0.22806581879174898
0.0,C_raw_plus_V_dev_from_past200_tertile,"(3, 2, 0)",77,0.08015453900324027,0.2468025400731166
0.0,C_raw_plus_V_dev_from_past200_tertile,"(3, 3, 0)",56,0.053928027364806286,0.11716499812869147
0.0,C_raw_plus_V_dev_from_past200_tertile,"(3, 7, 0)",66,0.03753780400474441,0.1578228139957409
0.0,C_raw_plus_V_dev_from_past200_tertile,"(3, 10, 0)",64,0.03814110961701181,0.0820580051695022
0.0,C_raw_plus_V_dev_from_past200_tertile,"(4, 1, 0)",59,0.09276341578182123,0.14744949164056054
0.0,C_raw_plus_V_dev_from_past200_tertile,"(4, 2, 0)",72,0.07419021081659694,0.2462654496969181
0.0,C_raw_plus_V_dev_from_past200_tertile,"(4, 3, 0)",82,0.06415045809440661,0.17699109647660521
0.0,C_raw_plus_V_dev_from_past200_tertile,"(4, 4, 0)",61,0.029728642082799794,0.08599205438525143
0.0,C_raw_plus_V_dev_from_past200_tertile,"(4, 7, 0)",58,0.031568920880993195,0.08708543024371249
0.0,C_raw_plus_V_dev_from_past200_tertile,"(5, 1, 0)",60,0.07504132922802365,0.18951186305827
0.0,C_raw_plus_V_dev_from_past200_tertile,"(5, 2, 0)",72,0.08819535772983639,0.2301349049555772
0.0,C_raw_plus_V_dev_from_past200_tertile,"(5, 3, 0)",64,0.03460055543306928,0.16375289651014546
0.0,C_raw_plus_V_dev_from_past200_tertile,"(5, 5, 0)",51,0.04047206763230077,0.1166633438576341
0.0,C_raw_plus_V_dev_from_past200_tertile,"(5, 7, 0)",63,0.04424838275454515,0.09362628924361238
0.0,C_raw_plus_V_dev_from_past200_tertile,"(5, 10, 0)",57,0.027966921004497103,0.043739950233329106
0.0,C_raw_plus_V_dev_from_past200_tertile,"(6, 3, 0)",68,0.07419654514205032,0.17662172162165035
0.0,C_raw_plus_V_dev_from_past200_tertile,"(6, 4, 0)",59,0.03771295102589062,0.1339892704873707
0.0,C_raw_plus_V_dev_from_past200_tertile,"(6, 5, 0)",52,0.05787342231619197,0.1738164569205506
0.0,C_raw_plus_V_dev_from_past200_tertile,"(6, 7, 0)",53,0.03222239121955961,0.19536491442354773
0.0,C_raw_plus_V_dev_from_past200_tertile,"(6, 10, 0)",53,0.03629368184408288,0.08047443233218038
0.0,C_raw_plus_V_dev_from_past200_tertile,"(7, 3, 0)",51,0.06845758715489925,0.14281589742739492
0.0,C_raw_plus_V_dev_from_past200_tertile,"(7, 4, 0)",60,0.05206965135253799,0.16591517207627976
0.0,C_raw_plus_V_dev_from_past200_tertile,"(7, 7, 0)",79,0.036255660533202505,0.15682304955567966
0.0,C_raw_plus_V_dev_from_past200_tertile,"(8, 7, 0)",85,0.04466072984579106,0.166640303207302
0.0,C_raw_plus_V_dev_from_past200_tertile,"(8, 27, 2)",56,0.006378869962790121,0.030347083000089106
0.0,C_raw_plus_V_dev_from_past200_tertile,"(9, 7, 0)",61,0.056655050909902804,0.1098477712077146
0.0,C_raw_plus_V_dev_from_past200_tertile,"(9, 9, 0)",62,0.05126549941807801,0.07512112523088277
0.0,C_raw_plus_V_dev_from_past200_tertile,"(9, 16, 1)",53,0.009360387199706305,0.027839545172452712
0.0,C_raw_plus_V_dev_from_past200_tertile,"(9, 27, 2)",66,0.010513081785023345,0.017431511650883705
0.0,C_raw_plus_V_dev_from_past200_tertile,"(9, 28, 2)",67,0.01051276690489178,0.022836125785793998
0.0,C_raw_plus_V_dev_from_past200_tertile,"(10, 7, 0)",67,0.07679188713800011,0.17650568258013394
0.0,C_raw_plus_V_dev_from_past200_tertile,"(10, 10, 0)",53,0.0411607673911048,0.10267146970309393
0.0,C_raw_plus_V_dev_from_past200_tertile,"(10, 17, 1)",58,0.007486263304631147,0.0803292212643267
0.0,C_raw_plus_V_dev_from_past200_tertile,"(10, 27, 2)",68,0.0036348344800116172,0.031516078544523596
0.0,C_raw_plus_V_dev_from_past200_tertile,"(11, 7, 0)",52,0.06566281133022722,0.13833331426772705
0.0,C_raw_plus_V_dev_from_past200_tertile,"(11, 9, 0)",50,0.03815476758666164,0.06943401268622501
0.0,C_raw_plus_V_dev_from_past200_tertile,"(11, 16, 1)",53,0.006280047467169925,0.027396030262609117
0.0,C_raw_plus_V_dev_from_past200_tertile,"(11, 17, 1)",56,0.022660744464335192,0.059505882087568185
0.0,C_raw_plus_V_dev_from_past200_tertile,"(12, 7, 0)",52,0.03359934994479585,0.10000351332971619
0.0,C_raw_plus_V_dev_from_past200_tertile,"(12, 23, 1)",55,0.0012992180093990835,0.050179831343849596
0.0,C_raw_plus_V_dev_from_past200_tertile,"(12, 27, 2)",91,0.0028760646350990404,0.02136036325850041
0.0,C_raw_plus_V_dev_from_past200_tertile,"(12, 28, 2)",62,0.002876100906101464,0.0193041156580471
0.0,C_raw_plus_V_dev_from_past200_tertile,"(13, 16, 1)",63,0.0037670877194431185,0.0279144712319237
0.0,C_raw_plus_V_dev_from_past200_tertile,"(13, 27, 2)",52,0.013866794605045585,0.024521654597093517
0.0,C_raw_plus_V_dev_from_past200_tertile,"(14, 16, 1)",67,0.006505696415364359,0.03038634297543802
0.0,C_raw_plus_V_dev_from_past200_tertile,"(14, 17, 1)",56,0.007235507648220951,0.09261219139057619
0.0,C_raw_plus_V_dev_from_past200_tertile,"(14, 27, 2)",56,0.01742667631438158,0.05670403659935569
0.0,C_raw_plus_V_dev_from_past200_tertile,"(15, 16, 1)",77,0.007203584781611538,0.031210686405378607
0.0,C_raw_plus_V_dev_from_past200_tertile,"(15, 17, 1)",65,0.007403268209281055,0.05359502984753073
0.0,C_raw_plus_V_dev_from_past200_tertile,"(15, 27, 2)",51,0.0032520001570999213,0.007544909041313497
0.0,C_raw_plus_V_dev_from_past200_tertile,"(16, 16, 1)",72,0.006978689419960216,0.030681966791969995
0.0,C_raw_plus_V_dev_from_past200_tertile,"(16, 17, 1)",60,0.007292662643655912,0.07735681818936341
0.0,C_raw_plus_V_dev_from_past200_tertile,"(16, 27, 2)",101,0.025048941532521074,0.03344363893272359
0.0,C_raw_plus_V_dev_from_past200_tertile,"(16, 28, 2)",51,0.022506495452671305,0.033443441767273874
0.0,C_raw_plus_V_dev_from_past200_tertile,"(17, 16, 1)",71,0.0071786396321464885,0.03795327391966141
0.0,C_raw_plus_V_dev_from_past200_tertile,"(17, 17, 1)",74,0.00883620159447146,0.04474858268821802
0.0,C_raw_plus_V_dev_from_past200_tertile,"(17, 27, 2)",94,0.023315908605619884,0.051303808997114425
0.0,C_raw_plus_V_dev_from_past200_tertile,"(17, 28, 2)",66,0.019430943426300806,0.046741414313133695
0.0,C_raw_plus_V_dev_from_past200_tertile,"(18, 16, 1)",65,0.007030900265885598,0.030542601642880418
0.0,C_raw_plus_V_dev_from_past200_tertile,"(18, 17, 1)",63,0.00736679153823655,0.06005358631260671
0.0,C_raw_plus_V_dev_from_past200_tertile,"(18, 27, 2)",68,0.005027224723191559,0.03137350109282894
0.0,C_raw_plus_V_dev_from_past200_tertile,"(18, 28, 2)",57,0.013110330559577998,0.052790519922960605
0.0,C_raw_plus_V_dev_from_past200_tertile,"(19, 16, 1)",61,0.02178188651479751,0.02761861676901667
0.0,C_raw_plus_V_dev_from_past200_tertile,"(19, 17, 1)",52,0.007197853564633483,0.041086071842057426
0.0,C_raw_plus_V_dev_from_past200_tertile,"(19, 27, 2)",70,0.0032524566668602484,0.0235005161837476
0.0,C_raw_plus_V_dev_from_past200_tertile,"(20, 16, 1)",65,0.020674958228712015,0.051195679821129936
0.0,C_raw_plus_V_dev_from_past200_tertile,"(20, 17, 1)",50,0.021924486160429246,0.038662377024402395
0.0,C_raw_plus_V_dev_from_past200_tertile,"(20, 27, 2)",75,0.00680441203901333,0.042370331626638336
0.0,C_raw_plus_V_dev_from_past200_tertile,"(20, 28, 2)",56,0.015233859052525556,0.04237037148488271
0.0,C_raw_plus_V_dev_from_past200_tertile,"(21, 22, 1)",68,0.0016355899721787193,0.037745276062187194
0.0,C_raw_plus_V_dev_from_past200_tertile,"(21, 23, 1)",64,0.0018224431638019234,0.03794172937772189
0.0,C_raw_plus_V_dev_from_past200_tertile,"(21, 27, 2)",83,0.01720990287030416,0.0661629665296179
0.0,C_raw_plus_V_dev_from_past200_tertile,"(22, 16, 1)",60,0.006707952294134456,0.027389077921880167
0.0,C_raw_plus_V_dev_from_past200_tertile,"(22, 17, 1)",50,0.006885003668403167,0.026873094346200332
0.0,C_raw_plus_V_dev_from_past200_tertile,"(22, 27, 2)",115,0.018915036178893785,0.042610061918271325
0.0,C_raw_plus_V_dev_from_past200_tertile,"(22, 28, 2)",69,0.015196781717736196,0.03316325247849139
0.0,C_raw_plus_V_dev_from_past200_tertile,"(23, 27, 2)",57,0.0032526086596325055,0.04457625428237921
0.0,C_raw_plus_V_dev_from_past200_tertile,"(23, 28, 2)",52,0.006205529021589495,0.024844154426224896
0.0,C_raw_plus_V_dev_from_past200_tertile,"(24, 22, 1)",61,0.001398399936426209,0.03785506373663511
0.0,C_raw_plus_V_dev_from_past200_tertile,"(24, 23, 1)",62,0.001604604305758428,0.0488968598206343
0.0,C_raw_plus_V_dev_from_past200_tertile,"(24, 27, 2)",65,0.005790486323448085,0.03447259807232789
0.0,C_raw_plus_V_dev_from_past200_tertile,"(24, 28, 2)",59,0.010380210742801821,0.0344725885063491
0.0,C_raw_plus_V_dev_from_past200_tertile,"(25, 27, 2)",91,0.003252438597789231,0.04077075795968982
0.0,C_raw_plus_V_dev_from_past200_tertile,"(25, 28, 2)",75,0.02397222827051415,0.040770771245771276
0.0,C_raw_plus_V_dev_from_past200_tertile,"(25, 33, 2)",56,0.06420712951937779,0.2040511409630112
0.0,C_raw_plus_V_dev_from_past200_tertile,"(26, 27, 2)",64,0.007180128207808556,0.029371089140262874
0.0,C_raw_plus_V_dev_from_past200_tertile,"(26, 31, 2)",63,0.018222069107005467,0.08960890034479485
0.0,C_raw_plus_V_dev_from_past200_tertile,"(26, 33, 2)",60,0.04335440803742452,0.2011725716358272
0.0,C_raw_plus_V_dev_from_past200_tertile,"(27, 17, 1)",62,0.0067015767022038375,0.04157861611274993
0.0,C_raw_plus_V_dev_from_past200_tertile,"(27, 22, 1)",63,0.0016065176343555976,0.003244968099881951
0.0,C_raw_plus_V_dev_from_past200_tertile,"(27, 23, 1)",80,0.001704327507746295,0.05139670195437185
0.0,C_raw_plus_V_dev_from_past200_tertile,"(28, 27, 1)",63,0.014382861218734666,0.017981746213234784
0.0,C_raw_plus_V_dev_from_past200_tertile,"(28, 28, 1)",69,0.013152417238724734,0.017981703166330743
0.0,C_raw_plus_V_dev_from_past200_tertile,"(28, 33, 2)",57,0.07317852270615649,0.1604139059070785
0.0,C_raw_plus_V_dev_from_past200_tertile,"(29, 16, 1)",53,0.005100403925575869,0.011836432367142491
0.0,C_raw_plus_V_dev_from_past200_tertile,"(29, 27, 2)",65,0.017150538526195414,0.030329034791483522
0.0,C_raw_plus_V_dev_from_past200_tertile,"(29, 33, 2)",61,0.05120585633506963,0.17379426288017025
0.0,C_raw_plus_V_dev_from_past200_tertile,"(29, 34, 2)",53,0.18081675562063199,0.37015906219530226
0.0,C_raw_plus_V_dev_from_past200_tertile,"(30, 27, 2)",83,0.0014574075864999259,0.017585977853258106
0.0,C_raw_plus_V_dev_from_past200_tertile,"(31, 22, 1)",66,0.001338075679109596,0.0029204433359782955
0.0,C_raw_plus_V_dev_from_past200_tertile,"(31, 23, 1)",58,0.0017814795173118902,0.03793324276030119
0.0,C_raw_plus_V_dev_from_past200_tertile,"(31, 27, 2)",55,0.0032519252236001828,0.01768670924601312
0.0,C_raw_plus_V_dev_from_past200_tertile,"(31, 34, 2)",59,0.2002861882917929,0.3721367675673435
0.0,C_raw_plus_V_dev_from_past200_tertile,"(32, 16, 1)",52,0.0038526721392171392,0.01190447145340534
0.0,C_raw_plus_V_dev_from_past200_tertile,"(32, 27, 1)",63,0.007885926702219215,0.020179748331675462
0.0,C_raw_plus_V_dev_from_past200_tertile,"(32, 27, 2)",50,0.003256852632647189,0.01768670552591023
0.0,C_raw_plus_V_dev_from_past200_tertile,"(32, 28, 1)",67,0.014631615323876024,0.02017972973116111
0.0,C_raw_plus_V_dev_from_past200_tertile,"(32, 34, 2)",59,0.1714915140923255,0.38194410572947257
0.0,C_raw_plus_V_dev_from_past200_tertile,"(33, 16, 1)",55,0.006624059192535725,0.02672274639069716
0.0,C_raw_plus_V_dev_from_past200_tertile,"(33, 25, 2)",64,0.00028158707142422745,0.0005543957630778085
0.0,C_raw_plus_V_dev_from_past200_tertile,"(33, 27, 2)",55,0.019654485799576626,0.031047797587774206
0.0,C_raw_plus_V_dev_from_past200_tertile,"(33, 34, 2)",65,0.2112560223731288,0.3769086579878075
0.0,C_raw_plus_V_dev_from_past200_tertile,"(34, 22, 1)",67,0.0016736134088319865,0.0030404060230843077
0.0,C_raw_plus_V_dev_from_past200_tertile,"(34, 23, 1)",62,0.0014804343152227117,0.023596954441896356
0.0,C_raw_plus_V_dev_from_past200_tertile,"(34, 34, 2)",67,0.1983239082519419,0.34277713324815723
0.0,C_raw_plus_V_dev_from_past200_tertile,"(35, 17, 1)",62,0.006153651824438167,0.03489721911138799
0.0,C_raw_plus_V_dev_from_past200_tertile,"(35, 27, 2)",71,0.0032484748282337605,0.015745969732356868
0.0,C_raw_plus_V_dev_from_past200_tertile,"(35, 34, 2)",61,0.1634806215601982,0.2858946156814374
0.0,C_raw_plus_V_dev_from_past200_tertile,"(36, 16, 1)",66,0.00831329464172037,0.013407326562607569
0.0,C_raw_plus_V_dev_from_past200_tertile,"(36, 18, 1)",59,0.019427880868203795,0.0649202339002366
0.0,C_raw_plus_V_dev_from_past200_tertile,"(36, 25, 2)",67,0.0002859374659515135,0.0005717718319104836
0.0,C_raw_plus_V_dev_from_past200_tertile,"(36, 27, 2)",61,0.00045554664930158584,0.008669010830544166
0.0,C_raw_plus_V_dev_from_past200_tertile,"(36, 33, 2)",53,0.033410283385042594,0.07493214246340141
0.0,C_raw_plus_V_dev_from_past200_tertile,"(36, 34, 2)",57,0.13690379460831803,0.2557514602148934
0.0,C_raw_plus_V_dev_from_past200_tertile,"(37, 22, 1)",70,0.0014233741824096757,0.0030739342469218167
0.0,C_raw_plus_V_dev_from_past200_tertile,"(37, 23, 1)",62,0.00182989585836002,0.03769681171857264
0.0,C_raw_plus_V_dev_from_past200_tertile,"(37, 27, 2)",64,0.011275018829118855,0.019487228913866117
0.0,C_raw_plus_V_dev_from_past200_tertile,"(37, 28, 2)",55,0.010730939020761832,0.0194876503483713
0.0,C_raw_plus_V_dev_from_past200_tertile,"(38, 16, 1)",79,0.014252802036621715,0.028271655841377807
0.0,C_raw_plus_V_dev_from_past200_tertile,"(38, 17, 1)",75,0.021907986840114857,0.02871723912838986
0.0,C_raw_plus_V_dev_from_past200_tertile,"(38, 27, 2)",107,0.0035232430191631803,0.04278896808314625
0.0,C_raw_plus_V_dev_from_past200_tertile,"(38, 28, 2)",99,0.01016719787810072,0.04278896967747614
0.0,C_raw_plus_V_dev_from_past200_tertile,"(38, 30, 2)",50,0.018321206485847563,0.06624543815644701
0.0,C_raw_plus_V_dev_from_past200_tertile,"(38, 31, 2)",53,0.0327736785710091,0.07130978728387849
0.0,C_raw_plus_V_dev_from_past200_tertile,"(38, 34, 2)",62,0.08068185237487968,0.1732207690790485
0.0,C_raw_plus_V_dev_from_past200_tertile,"(39, 25, 2)",82,0.01749735879942038,0.017871831523847748
0.0,C_raw_plus_V_dev_from_past200_tertile,"(39, 27, 1)",54,0.009521096834222531,0.03928761049685359
0.0,C_raw_plus_V_dev_from_past200_tertile,"(39, 27, 2)",82,0.02098813769899588,0.04009586660786724
0.0,C_raw_plus_V_dev_from_past200_tertile,"(39, 28, 2)",51,0.020131653284800044,0.04034333538076196
0.0,C_raw_plus_V_dev_from_past200_tertile,"(39, 31, 2)",62,0.03364932979191504,0.05670782366402738
0.0,C_raw_plus_V_dev_from_past200_tertile,"(39, 32, 2)",73,0.022066668221428665,0.09026953068863453
0.0,C_raw_plus_V_dev_from_past200_tertile,"(39, 33, 2)",125,0.03582892776144564,0.10507802378823217
0.0,C_raw_plus_V_dev_from_past200_tertile,"(39, 34, 2)",198,0.08863689862458801,0.22364961334090727
0.0,D_raw_plus_both_history_tertiles,"(0, 0, 0, 0)",50,0.1360385704294011,0.28208869810309667
0.0,D_raw_plus_both_history_tertiles,"(0, 0, 1, 0)",119,0.1419314776982309,0.3518700433676686
0.0,D_raw_plus_both_history_tertiles,"(0, 0, 2, 0)",75,0.10686877517381577,0.332161621527574
0.0,D_raw_plus_both_history_tertiles,"(0, 1, 1, 0)",86,0.08192052305674385,0.13375866667084402
0.0,D_raw_plus_both_history_tertiles,"(0, 1, 2, 0)",61,0.058894653689205184,0.14480265336396098
0.0,D_raw_plus_both_history_tertiles,"(1, 0, 1, 0)",76,0.19082913379663258,0.3607759282542249
0.0,D_raw_plus_both_history_tertiles,"(1, 0, 2, 0)",51,0.1596447092813537,0.289169069223229
0.0,D_raw_plus_both_history_tertiles,"(1, 1, 1, 0)",61,0.05601290154833649,0.21864243165077218
0.0,D_raw_plus_both_history_tertiles,"(2, 0, 1, 0)",52,0.21067874735630182,0.34276383189075094
0.0,D_raw_plus_both_history_tertiles,"(2, 1, 1, 0)",83,0.058974841834116,0.2077382831842945
0.0,D_raw_plus_both_history_tertiles,"(2, 1, 2, 0)",75,0.09013437467486274,0.18068337784726207
0.0,D_raw_plus_both_history_tertiles,"(3, 1, 1, 0)",51,0.10908228001997555,0.19920409308862003
0.0,D_raw_plus_both_history_tertiles,"(12, 23, 0, 1)",52,0.0012431584513838967,0.002447905778256293
0.0,D_raw_plus_both_history_tertiles,"(12, 27, 2, 2)",53,0.0050819961894238985,0.01772887580814131
0.0,D_raw_plus_both_history_tertiles,"(18, 27, 2, 2)",53,0.003251734966912889,0.012488720510176854
0.0,D_raw_plus_both_history_tertiles,"(21, 22, 0, 1)",68,0.0016355899721787193,0.037745276062187194
0.0,D_raw_plus_both_history_tertiles,"(21, 23, 0, 1)",59,0.0015850364320600385,0.03776726877862058
0.0,D_raw_plus_both_history_tertiles,"(22, 27, 2, 2)",91,0.005806725369425947,0.0313189789939845
0.0,D_raw_plus_both_history_tertiles,"(22, 28, 2, 2)",56,0.015196746642481052,0.03131896092491382
0.0,D_raw_plus_both_history_tertiles,"(24, 22, 0, 1)",59,0.001373309437229575,0.0027682762501956004
0.0,D_raw_plus_both_history_tertiles,"(24, 23, 0, 1)",56,0.001485832450137392,0.0028466566908570967
0.0,D_raw_plus_both_history_tertiles,"(25, 27, 2, 2)",63,0.004731042023005394,0.04077075795968982
0.0,D_raw_plus_both_history_tertiles,"(26, 27, 2, 2)",55,0.007179842689917004,0.028372382408240582
0.0,D_raw_plus_both_history_tertiles,"(27, 22, 0, 1)",55,0.0014978507737432034,0.0029944632846905517
0.0,D_raw_plus_both_history_tertiles,"(27, 23, 0, 1)",69,0.001523112663391335,0.0030423208131505897
0.0,D_raw_plus_both_history_tertiles,"(28, 28, 0, 1)",50,0.012842558887143696,0.01754177559154102
0.0,D_raw_plus_both_history_tertiles,"(30, 27, 2, 2)",76,1.5090331371148125e-06,0.014983630319017616
0.0,D_raw_plus_both_history_tertiles,"(31, 22, 0, 1)",66,0.001338075679109596,0.0029204433359782955
0.0,D_raw_plus_both_history_tertiles,"(31, 23, 0, 1)",56,0.0017187577865881432,0.015439184982870668
0.0,D_raw_plus_both_history_tertiles,"(31, 27, 2, 2)",50,0.0032519240278526818,0.01768670924601312
0.0,D_raw_plus_both_history_tertiles,"(32, 28, 0, 1)",50,0.0037605930811317467,0.02017972973116111
0.0,D_raw_plus_both_history_tertiles,"(33, 25, 1, 2)",62,0.0002733039967721673,0.0005377647776957373
0.0,D_raw_plus_both_history_tertiles,"(34, 22, 0, 1)",67,0.0016736134088319865,0.0030404060230843077
0.0,D_raw_plus_both_history_tertiles,"(34, 23, 0, 1)",56,0.0013179264064847596,0.0027987635556987467
0.0,D_raw_plus_both_history_tertiles,"(35, 27, 2, 2)",57,0.003248261985208223,0.008765627258136122
0.0,D_raw_plus_both_history_tertiles,"(36, 25, 1, 2)",65,0.0002774994755889715,0.0005550117058162884
0.0,D_raw_plus_both_history_tertiles,"(37, 22, 0, 1)",70,0.0014233741824096757,0.0030739342469218167
0.0,D_raw_plus_both_history_tertiles,"(37, 23, 0, 1)",55,0.0016367267293120324,0.0030473030937141488
0.0,D_raw_plus_both_history_tertiles,"(38, 16, 0, 1)",59,0.005250013706390777,0.009661643783352325
0.0,D_raw_plus_both_history_tertiles,"(38, 17, 0, 1)",53,0.005996848794059706,0.009361556906321677
0.0,D_raw_plus_both_history_tertiles,"(38, 27, 2, 2)",69,0.0004002143713881523,0.01613272902328533
0.0,D_raw_plus_both_history_tertiles,"(39, 25, 1, 2)",66,0.00029876079323565286,0.017854940662711427
0.0,D_raw_plus_both_history_tertiles,"(39, 27, 0, 1)",54,0.009521096834222531,0.03928761049685359
0.0,D_raw_plus_both_history_tertiles,"(39, 27, 2, 2)",53,0.00325213886379061,0.028294333056730014
0.0,D_raw_plus_both_history_tertiles,"(39, 33, 1, 2)",54,0.04635292612150077,0.10467811109776193
0.0,D_raw_plus_both_history_tertiles,"(39, 34, 1, 2)",50,0.04654682968187196,0.21270477018113199
0.0,D_raw_plus_both_history_tertiles,"(39, 34, 2, 2)",140,0.09864878846020242,0.21744762266545314
25.0,A_raw_VI_bins,"(0, 0)",227,0.09488356864549359,0.2786876598772881
25.0,A_raw_VI_bins,"(0, 1)",154,0.06629905922985548,0.1352958616489642
25.0,A_raw_VI_bins,"(0, 2)",75,0.034405199148869095,0.09933606763804041
25.0,A_raw_VI_bins,"(0, 3)",55,0.016635065191261594,0.0676645510367696
25.0,A_raw_VI_bins,"(0, 4)",63,0.019673890331121408,0.05781683861740489
25.0,A_raw_VI_bins,"(0, 7)",68,0.02564224198604518,0.05266558849779351
25.0,A_raw_VI_bins,"(1, 0)",175,0.16686973210073996,0.3321238209732787
25.0,A_raw_VI_bins,"(1, 1)",106,0.05222834167712301,0.1432916202689919
25.0,A_raw_VI_bins,"(1, 2)",86,0.03586793840766203,0.11492104928004551
25.0,A_raw_VI_bins,"(1, 3)",102,0.02612319826346937,0.0898342757808274
25.0,A_raw_VI_bins,"(1, 4)",83,0.03158912808974772,0.0940958952020646
25.0,A_raw_VI_bins,"(1, 5)",75,0.025515908729426356,0.0898617938796374
25.0,A_raw_VI_bins,"(1, 7)",54,0.012678915865533907,0.059936095790957794
25.0,A_raw_VI_bins,"(1, 9)",52,0.03700814152553966,0.043236327554248694
25.0,A_raw_VI_bins,"(1, 10)",75,0.022223263172699514,0.06236620352918501
25.0,A_raw_VI_bins,"(2, 0)",94,0.2046254538560997,0.32258073319065333
25.0,A_raw_VI_bins,"(2, 1)",87,0.0574158591422993,0.1357514029506207
25.0,A_raw_VI_bins,"(2, 7)",73,0.015220069295328598,0.0742593550075931
25.0,A_raw_VI_bins,"(2, 10)",74,0.033452015838346616,0.07501407356006959
25.0,A_raw_VI_bins,"(2, 12)",52,0.017229391252659085,0.0530695853090187
25.0,A_raw_VI_bins,"(2, 17)",77,0.005927492508761095,0.010493879290438407
25.0,A_raw_VI_bins,"(2, 23)",60,0.0012971428266017604,0.0028105625728212097
25.0,A_raw_VI_bins,"(2, 24)",80,0.0015566410298249456,0.0181765347895234
25.0,A_raw_VI_bins,"(3, 0)",83,0.09173206877006918,0.32592698409089704
25.0,A_raw_VI_bins,"(3, 1)",99,0.09503291066942687,0.17800149458623
25.0,A_raw_VI_bins,"(3, 2)",51,0.03655460840463756,0.08630028149053859
25.0,A_raw_VI_bins,"(3, 3)",55,0.012681364842106108,0.0593152437517967
25.0,A_raw_VI_bins,"(3, 10)",66,0.03310269258219503,0.06984591051732911
25.0,A_raw_VI_bins,"(3, 14)",71,0.026408893324242205,0.07491492817124301
25.0,A_raw_VI_bins,"(3, 17)",100,0.0060399141400411804,0.027015001589879892
25.0,A_raw_VI_bins,"(3, 18)",54,0.020486804279397947,0.0457375968423135
25.0,A_raw_VI_bins,"(3, 19)",52,0.02593487073980677,0.0702371624722891
25.0,A_raw_VI_bins,"(4, 0)",64,0.1717469529918078,0.2608308027778662
25.0,A_raw_VI_bins,"(4, 1)",83,0.10440127450302517,0.1790401684782113
25.0,A_raw_VI_bins,"(4, 2)",64,0.04906084180314152,0.14853072085037716
25.0,A_raw_VI_bins,"(4, 3)",55,0.039628215249016024,0.06599205863940949
25.0,A_raw_VI_bins,"(4, 4)",51,0.00628245966347607,0.06928461518060339
25.0,A_raw_VI_bins,"(4, 17)",98,0.005998375270147571,0.027000838946637906
25.0,A_raw_VI_bins,"(4, 19)",54,0.020295684188131435,0.0654386751571357
25.0,A_raw_VI_bins,"(4, 29)",105,0.010248181679430798,0.03848537311998999
25.0,A_raw_VI_bins,"(5, 1)",56,0.09093466629155583,0.17388250730096755
25.0,A_raw_VI_bins,"(5, 2)",56,0.04507901461856384,0.12834918457637362
25.0,A_raw_VI_bins,"(5, 17)",63,0.004174500411282589,0.0200957587101791
25.0,A_raw_VI_bins,"(5, 25)",54,0.005426026354788296,0.06525608337070439
25.0,A_raw_VI_bins,"(5, 26)",73,0.0002614026978633027,0.02592424856573959
25.0,A_raw_VI_bins,"(5, 29)",160,0.008187765548272899,0.04514012589126899
25.0,A_raw_VI_bins,"(6, 1)",53,0.09305339061310108,0.1595015584261255
25.0,A_raw_VI_bins,"(6, 2)",54,0.05673582086553619,0.16196726980238907
25.0,A_raw_VI_bins,"(6, 3)",53,0.03701236262920521,0.10010414542354673
25.0,A_raw_VI_bins,"(6, 23)",56,0.001291696048430102,0.010975701174682412
25.0,A_raw_VI_bins,"(6, 24)",88,0.0016808111594763808,0.03142125975723262
25.0,A_raw_VI_bins,"(6, 29)",119,0.011845677254619297,0.024556375624828097
25.0,A_raw_VI_bins,"(7, 2)",59,0.0730163313050014,0.1492850847908428
25.0,A_raw_VI_bins,"(7, 3)",66,0.024551727860467498,0.10253541416637807
25.0,A_raw_VI_bins,"(7, 4)",50,0.03963459479957987,0.10978098248834378
25.0,A_raw_VI_bins,"(7, 29)",204,0.014017750668051998,0.04386404523728189
25.0,A_raw_VI_bins,"(8, 2)",69,0.0723864630057659,0.19521029827843434
25.0,A_raw_VI_bins,"(8, 3)",63,0.03421518317851602,0.11870781563156552
25.0,A_raw_VI_bins,"(8, 4)",62,0.006372042774919484,0.06586154822758317
25.0,A_raw_VI_bins,"(8, 5)",68,0.021575613056823484,0.1041768551109451
25.0,A_raw_VI_bins,"(8, 7)",70,0.026944594593223237,0.1075674433835419
25.0,A_raw_VI_bins,"(8, 9)",61,0.04196836368116441,0.08829532249509461
25.0,A_raw_VI_bins,"(8, 10)",62,0.04066966141990297,0.09533428978889999
25.0,A_raw_VI_bins,"(8, 17)",53,0.0035225841647950895,0.009500215963528402
